자치구,브랜드,지점명,소재지,latitude,longitude
강북구,미니스톱,수유사랑점,강북구 번동(번1동) 447-51,37.6367018,127.0258451
강북구,미니스톱,수유대한점,강북구 수유동(수유3동) 1-60,37.6364131,127.0222937
강북구,미니스톱,수유점,강북구 수유동(수유3동) 223-1,37.6388954,127.0230705
강북구,미니스톱,수유인텔리안점,강북구 수유동(수유3동) 230-7,37.6364302,127.0234099
강북구,세븐일레븐,미아래미안점,강북구 삼양로19길 25 107동 지하 1층 3-2호,37.6139419,127.0207264
강북구,세븐일레븐,번동제일점,강북구 번동526-13,37.6342954,127.030402
강북구,세븐일레븐,수유2호점,강북구 수유동 338-6,37.642565,127.0166533
강북구,세븐일레븐,수유래미안점,강북구 수유동 730 수유삼성아파트 가동 112호,37.644776,127.0178801
강북구,세븐일레븐,수유벽산점,강북구 수유동 36-1번지 1층 ,37.6408831,127.0197249
강북구,세븐일레븐,수유아라점,강북구 수유동 252-122,37.644203,127.022839
강북구,세븐일레븐,수유으뜸점,강북구 미아3동160-11,37.6281999,127.0262498
강북구,세븐일레븐,수유점,강북구 수유동 47-4,37.6348933,127.0220534
강북구,세븐일레븐,수유제일점 B,강북구 미아동 162-48,37.633062,127.0243915
강북구,세븐일레븐,수유테마점 B,강북구 번동 464-1번지 1층 1호,37.6413292,127.0296304
강북구,세븐일레븐,수유빨래골점,강북구 삼양로 73길 36 (수유동),37.6307321,127.0169024
강북구,세븐일레븐,수유본점,강북구 수유동 50-1,37.63358729999999,127.021754
강북구,세븐일레븐,미아성우점,강북구 삼양로 24길 19 101동 상가 103호,37.617204,127.0221045
강북구,씨스페이스,미아3점,강북구 미아동 304-20,37.6260281,127.0257586
강북구,GS25,미아캐슬점,강북구 오현로 56,37.6174691,127.0365853
도봉구,CU,덕성여대점,서울특별시 도봉구 쌍문동 423-7번지,37.6516581,127.0135763
도봉구,CU,도봉가든점,서울특별시 도봉구 도봉동 554-16번지 호정빌라트,37.6869355,127.0406582
도봉구,CU,방학중앙점,서울특별시 도봉구 방학동 619번지,37.6664649,127.0323692
도봉구,CU,쌍문꽃동네점,서울특별시 도봉구 쌍문동 460-234번지,37.6516301,127.02343
도봉구,CU,쌍문정의점,서울특별시 도봉구 쌍문동 79-15번지,37.6522908,127.0353105
도봉구,CU,쌍문제일점,서울특별시 도봉구 쌍문동 294-38번지,37.6498977,127.0238486
도봉구,CU,쌍문중앙점,서울특별시 도봉구 쌍문동 122-53번지,37.6484309,127.0312369
도봉구,CU,쌍문프라자점,도봉구 해등로25길 32 한양프라자,37.6564692,127.0328505
도봉구,CU,창동미소점,서울특별시 도봉구 창동 254-23번지,37.6533321,127.0452295
도봉구,CU,창동중앙점,서울특별시 도봉구 창동 674-27번지,37.6461463,127.0375596
도봉구,CU,창동푸르지오점,서울특별시 도봉구 창동 603-73번지,37.6421631,127.0387845
도봉구,CU,창동프라자점,서울특별시 도봉구 창동 5-1번지 KING프라자,37.65255399999999,127.0489165
도봉구,CU,창동현대점,서울특별시 도봉구 창동 815번지 현대아이2차아파트,37.6588953,127.0419832
도봉구,GS25,방학,서울 도봉구 방학2동 603-28,37.6681232,127.0342708
도봉구,GS25,쌍문보람,서울 도봉구 쌍문동 667 1층,37.65619290000001,127.0374067
도봉구,GS25,창동성원점,서울 도봉구 도봉로 106길 86,37.6448655,127.0375241
도봉구,GS25,방학명문,"서울 도봉구 도당로 133, 1층 (방학동 657-12)",37.6674877,127.0411239
도봉구,GS25,쌍문성원,"서울 도봉구 시루봉로 88, 14(쌍문4동 248-2, 성원프라자)",37.65874790000001,127.0280759
도봉구,세븐일레븐,도봉방학점,도봉구 방학동 도당로27길 43 1층,37.6693078,127.0407938
도봉구,세븐일레븐,도봉산길점,서울특별시 도봉구 도봉산길 12  ,37.6875925,127.0444239
도봉구,세븐일레븐,도봉창2동점,서울특별시 도봉구 도봉로108길 84  1층(창동),37.6456351,127.0385688
도봉구,세븐일레븐,방학신우점,방학동 665,37.662866,127.0331042
도봉구,세븐일레븐,창동3호점,서울 도봉구 창동 38-2,37.6456937,127.0538448
도봉구,세븐일레븐,창동점,창동 593-12,37.6432764,127.0380622
도봉구,세븐일레븐,세븐일레븐 쌍문점,서울시 도봉구 쌍문동 423-19번지,37.6515728,127.0129899
도봉구,세븐일레븐,세븐일레븐 도봉하늘채점,서울시 도봉구 쌍문동 우이천로 367,37.6533557,127.0271003
노원구,GS25,노원석계역,서울 노원구 월계동 68-65 1층,37.61664,127.0645638
노원구,세븐일레븐,광운대후문점,월계동411-13,37.6212402,127.0610959
노원구,GS25,월계주공,"서울 노원구 월계로45길 28, 1층
(월계2동 562, 월계아파트형공장)",37.6269404,127.0512537
노원구,세븐일레븐,월계초안점,서울특별시 노원구 덕릉로60길 234  ,37.6305171,127.0450218
노원구,GS25,월계성원,"서울 노원구 마들로3길 37, 104호
(월계3동 322-1, 성원아파트4단지)",37.6294153,127.062514
노원구,세븐일레븐,중계8단지점,중계동362-3 중계8단지주공@ 상가동 105호,37.6465101,127.0744279
노원구,CU,하계을지병원점,서울시 노원구 하계1동 170-41,37.6393637,127.0751344
노원구,CU,하계한신점,서울특별시 노원구 하계동 256-13번지,37.6398509,127.0739204
노원구,CU,공릉마중점,서울특별시 노원구 공릉동 568-1번지,37.6230477,127.0731349
노원구,GS25,공릉행복,"서울 노원구 동일로190길 26, 1층
 (공릉1동 502-3)",37.6255766,127.0747978
노원구,GS25,공릉풍림,"서울 노원구 섬밭로 134(공릉1동 727, 풍림아파트114동105호,106호)",37.6284092,127.0692533
노원구,세븐일레븐,공릉점,공릉동 633-15,37.6193465,127.0778318
노원구,CU,공릉건설점,서울특별시 노원구 공릉동 408-4번지,37.626444,127.0788963
노원구,CU,서울여대후문,서울 노원구 공릉동 120-5,37.6239954,127.089699
노원구,세븐일레븐,공릉금강점,서울특별시 노원구 공릉동 공릉로38길 17,37.6233302,127.0804386
노원구,CU,상계한신점,"서울특별시 노원구 상계동 994번지
 명안빌딩",37.6716067,127.0580143
노원구,CU,노원상계중앙점,서울특별시 노원구 상계동1008-34번지,37.6741059,127.0569101
노원구,GS25,상계현대,"서울 노원구 동일로237길 46, 1층
(상계1동 1048-6)",37.6736727,127.0528512
노원구,GS25,노원아이파크,"서울 노원구 상계로23다길 13-8, 101동
 118,119호(상계2동 1318, 노원아이파크)",37.659775,127.0691524
노원구,GS25,상계으뜸,서울 노원구 노원로28길 73(상계2동 183),37.6550087,127.0709305
노원구,세븐일레븐,노원순복음점,상계동322-56,37.656476,127.0679365
노원구,세븐일레븐,노원중앙점 B,상계동 323-9,37.6558386,127.0653415
노원구,CU,상계주공점,서울특별시 노원구 상계동 763-6번지,37.6486893,127.0618793
노원구,세븐일레븐,노원역점,"서울특별시 노원구 동일로217가길 11 102,103호",37.6534592,127.059882
노원구,세븐일레븐,노원제일점 B,서울특별시 노원구 상계동  711-13 제1층중1층  ,37.6550933,127.0599595
노원구,세븐일레븐,상계4호점,상계동 735-6,37.6532766,127.0590564
노원구,CU,상계현대점,"서울특별시 노원구 상계동 
단대아파트상가 107, 108호",37.67299089999999,127.0703498
노원구,세븐일레븐,당고개공원점,서울 노원구 상계동 상계로 283 (1층상가),37.6692489,127.0777009
노원구,CU,상계계상점,서울특별시 노원구 상계동 443-9번지,37.6619787,127.0684225
노원구,GS25,노원상계역,서울 노원구 한글비석로20길 46(중계4동 138-1),37.6610612,127.0745846
노원구,세븐일레븐,중계은행점,중계동359-15 102호,37.6508775,127.0756868
노원구,CU,중계주공,"서울 노원구 한글비석로 8길 41
주공아파트 1층 101호",37.6486525,127.0783076
노원구,세븐일레븐,중계은행사거리점,중계동366-6,37.6509746,127.0771635
노원구,CU,하계동 대진점,서울특별시 노원구 공릉로58길 149(하계동),37.6352968,127.0748962
은평구,gs25,불광타운,"서울 은평구 연서로 289, 1층",37.6216513,126.9261315
은평구,GS25,은평불광,"서울 은평구 연서로 274, 1층",37.6205593,126.9250968
은평구,세븐일레븐,연신내행복점,서울시 은평구 불광동 312-129,37.620079,126.9216208
은평구,세븐일레븐,불광중앙점,서울특별시 은평구 통일로78길 12-4  (불광동),37.6173407,126.9338465
은평구,GS25,녹번,서울 은평구 녹번동 117-61,37.6073438,126.9324215
은평구,세븐일레븐,응암중앙점,서울특별시 은평구 응암동 745-16 정훈빌딩 1층,37.5870521,126.9201328
은평구,CU,응암에이스점,서울특별시 은평구 응암동732-9번지 응암동  상가 1층,37.5853023,126.9183913
은평구,세븐일레븐,응암제일점,서울시 은평구 응암동 579-7,37.5935206,126.9168626
은평구,GS25,응암역,서울 은평구 역촌동 85-41 리더스파크 109호,37.5992885,126.9153352
은평구,세븐일레븐,구산연서로점,서울시 은평구 연서로9길14(구산동),37.6104032,126.9135234
은평구,GS25,구산가온,"서울 은평구 서오릉로17길 17, 1층 (구산동 368-55)",37.6134992,126.9083911
은평구,GS25,불광래미안,"서울 은평구 불광동 1-200 북한산래미안 상가동 지층 1,2호",37.6113998,126.9385322
은평구,gs25,불광힐스테이트,"서울 은평구 통일로 796, 116, 117호",37.6165312,126.9266862
은평구,GS25,숭실학원,"서울 은평구 은평터널로7길 2, 상가 지하 2호",37.5927416,126.9063182
은평구,GS25,신사드림,"서울 은평구 갈현로4길 26, 1층",37.601122,126.9130528
은평구,세븐일레븐,신사행운점,서울 은평구 신사동 12-15,37.5996154,126.9074908
은평구,GS25,역촌진흥,"서울 은평구 진흥로1길 49, 1층(역촌동 23-1)",37.6048299,126.9181723
은평구,세븐일레븐,연신내점,서울 은평구 불광동 301-23,37.6172296,126.9232786
은평구,미니스톱,연신내동명점,서울특별시 은평구 대조동(대조동) 196-8,37.6170452,126.9217929
은평구,GS25,연신내제일,"서울 은평구 연서로26길 11, 1층 (대조동 196-25, 유진빌딩)",37.6168657,126.9208889
은평구,gs25,연신내으뜸점,"서울 은평구 연서로28길 6, 1층(대조동 198-3)",37.61813360000001,126.9206391
은평구,gs25,불광역점,"서울 은평구 통일로 750 (불광1동 267-1, 경일빌딩)",37.6124101,126.9286358
