사업장명,소재지전체주소,도로명전체주소,주소,latitude,longitude,구
오스카,서울특별시 강남구 역삼동 688-6 지하1층,"서울특별시 강남구 언주로 548, 지하1층 (역삼동)",서울특별시 강남구 역삼동 688-6,37.5071666,127.0405611,강남구
젠틀맨,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 6층) 602-1호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 6층 602-1호 (마곡동)",서울특별시 강서구 마곡동 795-6,37.560184,126.8372923,강서구
상한가 노래주점,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 7층) 704호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 7층 704호 (마곡동)",서울특별시 강서구 마곡동 795-6,37.560184,126.8372923,강서구
달려라토끼,서울특별시 강서구 마곡동 795-6 뉴골든타워 7층 703호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 7층 703호 (마곡동)",서울특별시 강서구 마곡동 795-6,37.560184,126.8372923,강서구
놀이터,서울특별시 강서구 마곡동 795-6 뉴골든타워 (지상 7층) 703-1호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 7층 703-1호 (마곡동)",서울특별시 강서구 마곡동 795-6,37.560184,126.8372923,강서구
버닝,서울특별시 강서구 마곡동 795-6 뉴골든타워 5층 502호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 5층 502호 (마곡동)",서울특별시 강서구 마곡동 795-6,37.560184,126.8372923,강서구
괜찬아,서울특별시 강남구 역삼동 601-18,서울특별시 강남구 봉은사로 116 (역삼동),서울특별시 강남구 역삼동 601-18,37.5046841,127.0264266,강남구
"도파민 7,8",서울특별시 강남구 삼성동 142-29 7~8층,"서울특별시 강남구 선릉로92길 38 (삼성동,7~8층)",서울특별시 강남구 삼성동 142-29,37.5060432,127.0518296,강남구
情(정),서울특별시 강서구 화곡동 1105-5 (지하 1층),"서울특별시 강서구 화곡로 313, 지하 1층 (화곡동, 6동)",서울특별시 강서구 화곡동 1105-5,37.5523307,126.8497209,강서구
텐프로,서울특별시 강서구 화곡동 1117-1 (지하 1층),"서울특별시 강서구 공항대로46길 78, 지하 1층 (화곡동, 6동)",서울특별시 강서구 화곡동 1117-1,37.5527715,126.8511057,강서구
타임,서울특별시 강서구 화곡동 1063-13 (지하 1층),"서울특별시 강서구 화곡로 175, 지하 1층 (화곡동, 우장산동)",서울특별시 강서구 화곡동 1063-13,37.5420926,126.8411072,강서구
별궁노래바,서울특별시 강서구 화곡동 904-27 (지하 1층),"서울특별시 강서구 강서로5길 16, 지하 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 904-27,37.52881259999999,126.8480794,강서구
대명,서울특별시 강서구 화곡동 981-13번지 (지하 1층),"서울특별시 강서구 화곡로50길 5, 지하 1층 (화곡동, 6동)",서울특별시 강서구 화곡동 981-13,37.5497615,126.8483511,강서구
까치노래바,서울특별시 강서구 화곡동 343-59 지하 1층,"서울특별시 강서구 강서로 35, 지하 1층 (화곡동)",서울특별시 강서구 화곡동 343-59,37.5310207,126.8468713,강서구
에스(S)노래주점,서울특별시 강동구 길동 387-15번지,서울특별시 강동구 양재대로111길 32 (길동),서울특별시 강동구 길동 387-15,37.5375038,127.1379175,강동구
돌체노래주점,서울특별시 강동구 길동 459-0번지,서울특별시 강동구 천호대로177길 10 (길동),서울특별시 강동구 길동 459-0,37.5349381,127.1375972,강동구
멀리건2,서울특별시 강남구 논현동 248-7 지하1층,"서울특별시 강남구 언주로 640 (논현동,지하1층)",서울특별시 강남구 논현동 248-7,37.5139853,127.0358761,강남구
청담나이트클럽,서울특별시 강남구 청담동 53-7 신관 지하1층,"서울특별시 강남구 영동대로 737 (청담동,신관 지하1층)",서울특별시 강남구 청담동 53-7,37.5238934,127.0541241,강남구
보물썸,서울특별시 강서구 화곡동 1117-19 (지하 1층),"서울특별시 강서구 화곡로 328, 지하 1층 (화곡동, 6동)",서울특별시 강서구 화곡동 1117-19,37.55293040000001,126.8509606,강서구
황제,서울특별시 강서구 가양동 1479-4번지 씨드가양플라자 (지하 2층) 201-1호,"서울특별시 강서구 양천로57길 13, 지하 2층 201-1호 (가양동, 2동 씨드가양플라자)",서울특별시 강서구 가양동 1479-4,37.563601,126.8520287,강서구
주식회사 클럽밤사,서울특별시 강서구 화곡동 1116-3번지 삼보프라자 (지하 1층),"서울특별시 강서구 화곡로 330, 지하 1층 (화곡동, 6동 삼보프라자)",서울특별시 강서구 화곡동 1116-3,37.5532525,126.851184,강서구
스타노래바,서울특별시 강서구 화곡동 343-59 지하 1층,"서울특별시 강서구 강서로 35, 지하 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 343-59,37.5310207,126.8468713,강서구
부킹노래,서울특별시 강서구 화곡동 343-61 (지하 1층),"서울특별시 강서구 강서로 33, 지하 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 343-61,37.5307303,126.8470382,강서구
텐 노래바,서울특별시 강서구 화곡동 902-10 지하 1층,"서울특별시 강서구 강서로7길 19, 지하 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 902-10,37.5294721,126.8467083,강서구
구찌노래바,서울특별시 강서구 화곡동 901-27 태양빌딩 지하 1층,"서울특별시 강서구 강서로7길 31, 태양빌딩 지하 1층 (화곡동)",서울특별시 강서구 화곡동 901-27,37.5293789,126.8460049,강서구
명품노래바,서울특별시 강서구 화곡동 936-4 지하 1층,"서울특별시 강서구 강서로7길 136, 지하 1층 (화곡동)",서울특별시 강서구 화곡동 936-4,37.5288927,126.8401352,강서구
사또,서울특별시 강동구 천호동 454-39,서울특별시 강동구 올림픽로70길 52 (천호동),서울특별시 강동구 천호동 454-39,37.5390574,127.1265009,강동구
썸씽,서울특별시 강서구 화곡동 1117-13 (지하 1층),"서울특별시 강서구 화곡로 316, 지하 1층 (화곡동, 6동)",서울특별시 강서구 화곡동 1117-13,37.5520575,126.8501844,강서구
명품,서울특별시 강서구 화곡동 1111-5 지하 1층,"서울특별시 강서구 화곡로 340, 지하 1층 (화곡동, 6동)",서울특별시 강서구 화곡동 1111-5,37.5538626,126.8517363,강서구
디바노래바,서울특별시 강서구 화곡동 1105-5 외 1필지 (지하 1층),"서울특별시 강서구 화곡로 313, 지하 1층 (화곡동, 6동)",서울특별시 강서구 화곡동 1105-5,37.5523307,126.8497209,강서구
비너스,서울특별시 강서구 화곡동 935-14 지하 1층,"서울특별시 강서구 강서로5나길 152, 지하 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 935-14,37.5283583,126.8397575,강서구
레이스,서울특별시 강남구 역삼동 831-42 오성빌딩,"서울특별시 강남구 역삼로 113, 오성빌딩 지하1층 (역삼동)",서울특별시 강남구 역삼동 831-42,37.4938831,127.0313263,강남구
개구쟁이,서울특별시 강남구 역삼동 826-8번지 지하1층,"서울특별시 강남구 테헤란로2길 34 (역삼동,지하1층)",서울특별시 강남구 역삼동 826-8,37.4959453,127.0295131,강남구
황실노래바,서울특별시 강서구 화곡동 903-4 2층,"서울특별시 강서구 강서로5길 4, 2층 (화곡동)",서울특별시 강서구 화곡동 903-4,37.5292584,126.8478051,강서구
승리노래바,서울특별시 강서구 화곡동 935-5번지 (지하 1층),"서울특별시 강서구 강서로5나길 144, 지하 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 935-5,37.5283755,126.8400786,강서구
가야,서울특별시 강서구 화곡동 904-13 지하 1층,"서울특별시 강서구 강서로5나길 18, 지하 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 904-13,37.528791,126.8473238,강서구
하트노래바,서울특별시 강서구 화곡동 24-347 (지하 1층),"서울특별시 강서구 화곡로 268, 지하 1층 (화곡동, 본동)",서울특별시 강서구 화곡동 24-347,37.5485326,126.8471431,강서구
첼시노래바,서울특별시 강서구 화곡동 1105-7번지 (지하 1층),"서울특별시 강서구 우장산로16길 19, 지하 1층 (화곡동, 6동)",서울특별시 강서구 화곡동 1105-7,37.5523273,126.8494838,강서구
강서성인나이트,서울특별시 강서구 화곡동 1110-3 (지하 1~2층),"서울특별시 강서구 화곡로 354-10, 지하 1~2층 (화곡동, 6동)",서울특별시 강서구 화곡동 1110-3,37.554534,126.8524543,강서구
황궁노래바,서울특별시 강서구 화곡동 898-5번지 (지상 2층),"서울특별시 강서구 강서로 21, 2층 (화곡동, 1동)",서울특별시 강서구 화곡동 898-5,37.5299441,126.8474722,강서구
발리,서울특별시 강서구 화곡동 903-17,"서울특별시 강서구 강서로7길 5, 2층 (화곡동)",서울특별시 강서구 화곡동 903-17,37.5295868,126.8474136,강서구
테마,서울특별시 강서구 화곡동 1105-12 스카이관광호텔 (지하 1층),"서울특별시 강서구 우장산로 128, 스카이관광호텔 지하 1층 (화곡동)",서울특별시 강서구 화곡동 1105-12,37.5530019,126.8500967,강서구
궁전노래노래,서울특별시 강서구 화곡동 905-9번지 (지상 2층),"서울특별시 강서구 강서로5나길 32, 2층 (화곡동, 1동)",서울특별시 강서구 화곡동 905-9,37.52877770000001,126.8464206,강서구
황후,서울특별시 강서구 화곡동 1117-13번지 (지하 1층),"서울특별시 강서구 화곡로 316, 지하 1층 (화곡동, 6동)",서울특별시 강서구 화곡동 1117-13,37.5520575,126.8501844,강서구
칼튼비지니스,서울특별시 강서구 화곡동 1110-3 (지상 2층),"서울특별시 강서구 화곡로 354-10, 2층 (화곡동, 6동)",서울특별시 강서구 화곡동 1110-3,37.554534,126.8524543,강서구
이지,서울특별시 강서구 화곡동 1097-4 이지호텔 14층,"서울특별시 강서구 화곡로 327, 이지호텔 14층 (화곡동)",서울특별시 강서구 화곡동 1097-4,37.5532812,126.8505097,강서구
에스노래바,서울특별시 강서구 화곡동 903-10 2층,"서울특별시 강서구 곰달래로24길 27, 2층 (화곡동)",서울특별시 강서구 화곡동 903-10,37.5293959,126.8473505,강서구
수노래바,서울특별시 강서구 화곡동 903-10 3층,"서울특별시 강서구 곰달래로24길 27, 3층 (화곡동)",서울특별시 강서구 화곡동 903-10,37.5293959,126.8473505,강서구
일번지노래바,서울특별시 강서구 화곡동 903-10번지 (지상 4층),"서울특별시 강서구 곰달래로24길 27, 4층 (화곡동, 1동)",서울특별시 강서구 화곡동 903-10,37.5293959,126.8473505,강서구
윈 노래바,서울특별시 강서구 화곡동 903-10 (지하 1층),"서울특별시 강서구 곰달래로24길 27, 지하 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 903-10,37.5293959,126.8473505,강서구
궁궐노래노래,서울특별시 강서구 화곡동 935-19 (지하 1층),"서울특별시 강서구 월정로 102, 지하 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 935-19,37.5283728,126.8395497,강서구
승리노래바,서울특별시 강서구 화곡동 1065-31번지 (지하 1층),"서울특별시 강서구 강서로 171, 지하 1층 (화곡동, 3동)",서울특별시 강서구 화곡동 1065-31,37.5417953,126.839831,강서구
피플노래바,서울특별시 강서구 화곡동 1105-2 (지하 1층),"서울특별시 강서구 화곡로 319, 지하 1층 (화곡동, 6동)",서울특별시 강서구 화곡동 1105-2,37.5526988,126.8500638,강서구
드라마,서울특별시 강서구 화곡동 380-14번지 (지하 1층),"서울특별시 강서구 화곡로20길 51, 지하 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 380-14,37.538135,126.8370004,강서구
허브룸클럽,서울특별시 강서구 화곡동 1097-4 2층,"서울특별시 강서구 화곡로 327, 2층 (화곡동, 6동)",서울특별시 강서구 화곡동 1097-4,37.5532812,126.8505097,강서구
사거리 노래바,서울특별시 강서구 화곡동 898-1 화곡 심포니 타워 2층 203호,"서울특별시 강서구 강서로 27, 화곡 심포니 타워 2층 203호 (화곡동)",서울특별시 강서구 화곡동 898-1,37.5303677,126.8472014,강서구
블루노래바,서울특별시 강서구 공항동 53-58번지 (지하 1층),"서울특별시 강서구 송정로 60, 지하 1층 (공항동)",서울특별시 강서구 공항동 53-58,37.5601503,126.8101683,강서구
와우노래바,서울특별시 강서구 방화동 580-153 (지하 1층),"서울특별시 강서구 방화동로 99-1, 지하 1층 (방화동, 2동)",서울특별시 강서구 방화동 580-153,37.5693022,126.8126967,강서구
샴푸 노래클럽,서울특별시 강서구 화곡동 1116-6 소암빌딩 지하 1층,"서울특별시 강서구 화곡로 336, 소암빌딩 지하 1층 (화곡동)",서울특별시 강서구 화곡동 1116-6,37.5535863,126.8513679,강서구
유앤미,서울특별시 강서구 마곡동 795-6 뉴골든타워 5층 502-1호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 5층 502-1호 (마곡동)",서울특별시 강서구 마곡동 795-6,37.560184,126.8372923,강서구
파티,서울특별시 강서구 마곡동 795-6 뉴골든타워 8층 802호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 8층 802호 (마곡동)",서울특별시 강서구 마곡동 795-6,37.560184,126.8372923,강서구
블랙노래빠,서울특별시 강서구 마곡동 795-6 뉴골든타워 8층 804호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 8층 804호 (마곡동)",서울특별시 강서구 마곡동 795-6,37.560184,126.8372923,강서구
홀릭,서울특별시 강서구 마곡동 795-6 뉴골든타워 (지상 8층) 802-1호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 8층 802-1호 (마곡동)",서울특별시 강서구 마곡동 795-6,37.560184,126.8372923,강서구
라이브노래빵,서울특별시 강서구 마곡동 795-6 뉴골든타워 5층 503호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 5층 503호 (마곡동)",서울특별시 강서구 마곡동 795-6,37.560184,126.8372923,강서구
퍼펙트 가라오케,서울특별시 강서구 마곡동 795-6 뉴골든타워 5층 503-1호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 5층 503-1호 (마곡동)",서울특별시 강서구 마곡동 795-6,37.560184,126.8372923,강서구
두바이,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 7층) 701호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 7층 701호 (마곡동)",서울특별시 강서구 마곡동 795-6,37.560184,126.8372923,강서구
놀이터,서울특별시 강서구 화곡동 1117-18번지 (지하 1층),"서울특별시 강서구 화곡로 326, 지하 1층 (화곡동, 6동)",서울특별시 강서구 화곡동 1117-18,37.5527866,126.8508224,강서구
세븐노래바,서울특별시 강서구 화곡동 902-1 (지하 1층),"서울특별시 강서구 곰달래로24길 24, 지하 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 902-1,37.5295209,126.8470366,강서구
황제노래바,서울특별시 강서구 화곡동 905-9 (지하 1층),"서울특별시 강서구 강서로5나길 32, 지하 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 905-9,37.52877770000001,126.8464206,강서구
앵콜노래바,서울특별시 강서구 화곡동 938-18 (지하 1층),"서울특별시 강서구 곰달래로 52, 지하 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 938-18,37.52990370000001,126.8386126,강서구
귀족,서울특별시 강서구 화곡동 1117-19 (지하 1층),"서울특별시 강서구 화곡로 328, 지하 1층 (화곡동, 6동)",서울특별시 강서구 화곡동 1117-19,37.55293040000001,126.8509606,강서구
황금,서울특별시 강서구 화곡동 338-32번지 (지하 1층),"서울특별시 강서구 강서로20길 4, 지하 1층 (화곡동, 8동)",서울특별시 강서구 화곡동 338-32,37.5336958,126.8458433,강서구
초콜릿,서울특별시 동작구 대방동 407-25번지,서울특별시 동작구 여의대방로24길 121 (대방동),서울특별시 동작구 대방동 407-25,37.4993691,126.9268415,동작구
유토피아,서울특별시 동작구 노량진동 72-3번지,서울특별시 동작구 노량진로 148-3 (노량진동),서울특별시 동작구 노량진동 72-3,37.5134109,126.9423896,동작구
리얼 술마시는 노래방송국,서울특별시 동작구 노량진동 40-33번지,서울특별시 동작구 노량진로 106-3 (노량진동),서울특별시 동작구 노량진동 40-33,37.5130512,126.9377689,동작구
세시봉7080,서울특별시 동작구 노량진동 29-6,"서울특별시 동작구 노량진로 86-1, 지하층 (노량진동)",서울특별시 동작구 노량진동 29-6,37.5129993,126.935492,동작구
바이칼,서울특별시 동작구 사당동 147-101,서울특별시 동작구 동작대로 101 (사당동),서울특별시 동작구 사당동 147-101,37.4856666,126.9816675,동작구
벤츠,서울특별시 동작구 사당동 145-28번지,서울특별시 동작구 동작대로27가길 31 (사당동),서울특별시 동작구 사당동 145-28,37.4861562,126.9811929,동작구
팡팡노래빠,서울특별시 강서구 화곡동 1117-12 (지하 1층),"서울특별시 강서구 공항대로46길 100, 지하 1층 (화곡동, 6동)",서울특별시 강서구 화곡동 1117-12,37.5519778,126.8504064,강서구
춘자클럽,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 7층) 702A호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 7층 702A호 (마곡동)",서울특별시 강서구 마곡동 795-6,37.560184,126.8372923,강서구
발리 룸,서울특별시 강서구 마곡동 795-6 뉴골든타워 (지상 7층) 702호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 7층 702호 (마곡동)",서울특별시 강서구 마곡동 795-6,37.560184,126.8372923,강서구
썸,서울특별시 강서구 마곡동 795-6 뉴골든타워 8층 803호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 8층 803호 (마곡동)",서울특별시 강서구 마곡동 795-6,37.560184,126.8372923,강서구
소풍노래타운,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 8층) 803-1호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 8층 803-1호 (마곡동)",서울특별시 강서구 마곡동 795-6,37.560184,126.8372923,강서구
스토리노래바,서울특별시 강서구 화곡동 1117 보성빌딩,"서울특별시 강서구 화곡로58길 8, 보성빌딩 지하1층 (화곡동)",서울특별시 강서구 화곡동 1117,37.5528968,126.8512188,강서구
요준코소주호프노래타운,서울특별시 강서구 화곡동 1117-7번지 (지상 5층),"서울특별시 강서구 공항대로46길 90, 5층 (화곡동, 6동)",서울특별시 강서구 화곡동 1117-7,37.5523667,126.8507575,강서구
마돈나,서울특별시 강서구 화곡동 998-1 (지하 1층),"서울특별시 강서구 화곡로 311, 지하 1층 (화곡동, 6동)",서울특별시 강서구 화곡동 998-1,37.5521008,126.8495243,강서구
엠(M)클럽,"서울특별시 강서구 화곡동 343-61 지하1층, 1동","서울특별시 강서구 강서로 33, 지하1층 (화곡동, 1동)",서울특별시 강서구 화곡동 343-61,37.5307303,126.8470382,강서구
카라 노래,서울특별시 강서구 화곡동 901-16 지하 1층,"서울특별시 강서구 강서로7길 27, 지하 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 901-16,37.5294138,126.8462309,강서구
밀크노래타운,서울특별시 강서구 화곡동 1117-7 (지하 1층),"서울특별시 강서구 공항대로46길 90, 지하 1층 (화곡동, 6동)",서울특별시 강서구 화곡동 1117-7,37.5523667,126.8507575,강서구
테마노래빠,서울특별시 강서구 화곡동 898-16 지하 1층,"서울특별시 강서구 강서로 21, 지하 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 898-16,37.52979699999999,126.847556,강서구
힐탑,서울특별시 강서구 화곡동 1117-2 지하 1층,"서울특별시 강서구 공항대로46길 82, 지하 1층 (화곡동, 6동)",서울특별시 강서구 화곡동 1117-2,37.5526624,126.8510124,강서구
청록,서울특별시 강서구 화곡동 1117-1번지 (지상 1층),"서울특별시 강서구 공항대로46길 78, 1층 (화곡동, 6동)",서울특별시 강서구 화곡동 1117-1,37.5527715,126.8511057,강서구
뉴스타노래바,서울특별시 강서구 가양동 1479-4 씨드가양플라자 (지하 2층) 201호,"서울특별시 강서구 양천로57길 13, 지하 2층 201호 (가양동, 2동 씨드가양플라자 )",서울특별시 강서구 가양동 1479-4,37.563601,126.8520287,강서구
밀크노래타운2,서울특별시 강서구 화곡동 1117-7 덕영빌딩 지하 2~지하 1중층,"서울특별시 강서구 공항대로46길 90, 덕영빌딩 지하 2~지하 1중층 (화곡동)",서울특별시 강서구 화곡동 1117-7,37.5523667,126.8507575,강서구
큐브,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지하 1층) 101호,"서울특별시 강서구 마곡중앙6로 89, 지하 1층 101호 (마곡동, 가양 1동 뉴골든타워)",서울특별시 강서구 마곡동 795-6,37.560184,126.8372923,강서구
벙커,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지하 1층) 102호,"서울특별시 강서구 마곡중앙6로 89, 지하 1층 102호 (마곡동, 가양 1동 뉴골든타워)",서울특별시 강서구 마곡동 795-6,37.560184,126.8372923,강서구
대박노래클럽,서울특별시 강서구 마곡동 795-6 뉴골든타워 (지하 1층) 102-1호,"서울특별시 강서구 마곡중앙6로 89, 지하 1층 102-1호 (마곡동, 가양 1동 뉴골든타워)",서울특별시 강서구 마곡동 795-6,37.560184,126.8372923,강서구
킹,서울특별시 강서구 마곡동 795-6 뉴골든타워 (지하 1층) 103호,"서울특별시 강서구 마곡중앙6로 89, 지하 1층 103호 (마곡동, 가양 1동 뉴골든타워)",서울특별시 강서구 마곡동 795-6,37.560184,126.8372923,강서구
퍼스트,서울특별시 강서구 마곡동 795-6 뉴골든타워 6층 601-1호,"서울특별시 강서구 마곡중앙6로 89, 6층 601-1호 (마곡동, 가양 1동 뉴골든타워)",서울특별시 강서구 마곡동 795-6,37.560184,126.8372923,강서구
클래스,서울특별시 강서구 마곡동 795-6 뉴골든타워 6층 601호,"서울특별시 강서구 마곡중앙6로 89, 6층 601호 (마곡동, 가양 1동 뉴골든타워)",서울특별시 강서구 마곡동 795-6,37.560184,126.8372923,강서구
신세계 노래빠,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 6층) 604호,"서울특별시 강서구 마곡중앙6로 89, 6층 604호 (마곡동, 가양 1동 뉴골든타워)",서울특별시 강서구 마곡동 795-6,37.560184,126.8372923,강서구
선물,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 6층) 603호,"서울특별시 강서구 마곡중앙6로 89, 6층 603호 (마곡동, 가양 1동 뉴골든타워)",서울특별시 강서구 마곡동 795-6,37.560184,126.8372923,강서구
아지트,서울특별시 강서구 마곡동 795-6 뉴골든타워 6층 603-1호,"서울특별시 강서구 마곡중앙6로 89, 6층 603-1호 (마곡동, 가양 1동 뉴골든타워)",서울특별시 강서구 마곡동 795-6,37.560184,126.8372923,강서구
아우라,서울특별시 강서구 마곡동 795-6 뉴골든타워 6층 602호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 6층 602호 (마곡동)",서울특별시 강서구 마곡동 795-6,37.560184,126.8372923,강서구
아테네,서울특별시 강서구 화곡동 1117-17 지하 1층,"서울특별시 강서구 화곡로 324, 지하 1층 (화곡동)",서울특별시 강서구 화곡동 1117-17,37.5526673,126.8507288,강서구
킹 노래바,서울특별시 강서구 화곡동 1066-1 (지하 1층),"서울특별시 강서구 화곡로 137, 지하 1층 (화곡동, 3동)",서울특별시 강서구 화곡동 1066-1,37.5409865,126.8370033,강서구
케이,서울특별시 동작구 사당동 1019-38 삼산빌딩,"서울특별시 동작구 동작대로 55, 삼산빌딩 지하1층 (사당동)",서울특별시 동작구 사당동 1019-38,37.48138050000001,126.9815103,동작구
시바스,서울특별시 동작구 노량진동 35-1,서울특별시 동작구 노량진로8길 33 (노량진동),서울특별시 동작구 노량진동 35-1,37.5126465,126.9372184,동작구
워커힐,서울특별시 동작구 사당동 147-77번지,서울특별시 동작구 동작대로27가길 46-3 (사당동),서울특별시 동작구 사당동 147-77,37.4854401,126.9808233,동작구
가야,서울특별시 금천구 가산동 141-8 지상1층,"서울특별시 금천구 가산로 148 (가산동, 지상1층)",서울특별시 금천구 가산동 141-8,37.4785673,126.8908841,금천구
벤틀리,서울특별시 금천구 가산동 141-8 지하1층,"서울특별시 금천구 가산로 148, 지하1층 (가산동)",서울특별시 금천구 가산동 141-8,37.4785673,126.8908841,금천구
슈퍼맨,서울특별시 금천구 가산동 140-8 지하1층,"서울특별시 금천구 가산로 149 (가산동,지하1층)",서울특별시 금천구 가산동 140-8,37.4785091,126.8903415,금천구
호박노래바,서울특별시 금천구 독산동 1031-25,"서울특별시 금천구 시흥대로 354, 지하1층 (독산동)",서울특별시 금천구 독산동 1031-25,37.465043,126.8980132,금천구
명월,서울특별시 금천구 시흥동 882-47 지하1층,"서울특별시 금천구 시흥대로 240, 지하1층 (시흥동)",서울특별시 금천구 시흥동 882-47,37.4553234,126.9007654,금천구
광화문,서울특별시 금천구 가산동 140-2 지하1층,"서울특별시 금천구 가산로 157 (가산동, 지하1층)",서울특별시 금천구 가산동 140-2,37.4790235,126.8898924,금천구
골든,서울특별시 금천구 시흥동 999-42 지하1층,"서울특별시 금천구 시흥대로 237 (시흥동, 지하1층)",서울특별시 금천구 시흥동 999-42,37.4550109,126.9000893,금천구
파파코(PAPACO),서울특별시 동작구 상도동 365-1번지 지하1층,"서울특별시 동작구 상도로 179 (상도동, 지하1층)",서울특별시 동작구 상도동 365-1,37.5047337,126.9383363,동작구
고래,서울특별시 동작구 노량진동 60-29 리바트가구,"서울특별시 동작구 노량진로 125, 2층,3층 (노량진동)",서울특별시 동작구 노량진동 60-29,37.5137392,126.940097,동작구
빨대,서울특별시 금천구 가산동 140-29 지하1층,"서울특별시 금천구 디지털로 206, 지하1층 (가산동)",서울특별시 금천구 가산동 140-29,37.4786714,126.8893454,금천구
꿀물,서울특별시 금천구 독산동 162-20,"서울특별시 금천구 가산로 34, 지하1층 (독산동)",서울특별시 금천구 독산동 162-20,37.4715506,126.8992156,금천구
동경,"서울특별시 금천구 시흥동 999-48 ,49 지하1층","서울특별시 금천구 금하로 619, 지하1층 (시흥동)",서울특별시 금천구 시흥동 999-48,37.454719,126.8999474,금천구
부킹,서울특별시 금천구 시흥동 889-4,"서울특별시 금천구 시흥대로52길 49, 지상2층 (시흥동)",서울특별시 금천구 시흥동 889-4,37.4534126,126.9018265,금천구
준노래,서울특별시 금천구 시흥동 889-13 지하1층 (시흥대로 475),"서울특별시 금천구 시흥대로 212 (시흥동,지하1층 (시흥대로 475))",서울특별시 금천구 시흥동 889-13,37.4527783,126.9016748,금천구
설탕,서울특별시 금천구 시흥동 889-9 지하1층,"서울특별시 금천구 시흥대로52길 39 (시흥동, 지하1층)",서울특별시 금천구 시흥동 889-9,37.4530392,126.9019358,금천구
카니발,서울특별시 금천구 시흥동 889-19 지하1층 (시흥대로 479),"서울특별시 금천구 시흥대로 208 (시흥동,지하1층 (시흥대로 479))",서울특별시 금천구 시흥동 889-19,37.4524789,126.9018027,금천구
여자친구노래바,서울특별시 금천구 가산동 141-8 지상2층 (구로동길 265),"서울특별시 금천구 가산로 148, 지상2층 (가산동)",서울특별시 금천구 가산동 141-8,37.4785673,126.8908841,금천구
볼보(VOLVO),서울특별시 동작구 사당동 144-7,서울특별시 동작구 동작대로25길 37 (사당동),서울특별시 동작구 사당동 144-7,37.485453,126.9804622,동작구
던힐,서울특별시 동작구 노량진동 28-7,서울특별시 동작구 노량진로 90 (노량진동),서울특별시 동작구 노량진동 28-7,37.513058,126.9356847,동작구
이수점 jmc(제이엠씨),서울특별시 동작구 사당동 147-76,서울특별시 동작구 사당로 303 (사당동),서울특별시 동작구 사당동 147-76,37.4854159,126.9811147,동작구
주주,서울특별시 동작구 사당동 147-75번지,서울특별시 동작구 동작대로27가길 45 (사당동),서울특별시 동작구 사당동 147-75,37.4855206,126.9811517,동작구
카톡노래바,서울특별시 관악구 봉천동 859-34,서울특별시 관악구 봉천로 473 (봉천동),서울특별시 관악구 봉천동 859-34,37.4823659,126.9528125,관악구
초콜릿,서울특별시 관악구 봉천동 62-19번지,서울특별시 관악구 관악로 208-40 (봉천동),서울특별시 관악구 봉천동 62-19,37.4831185,126.9548311,관악구
플러팅,서울특별시 관악구 신림동 1423-4,서울특별시 관악구 봉천로12길 49 (신림동),서울특별시 관악구 신림동 1423-4,37.4864579,126.9301793,관악구
