사업장명,소재지전체주소,도로명전체주소,주소,latitude,longitude,구
맨하탄느래방,서울특별시 강서구 방화동 559-1 (지상 2층),"서울특별시 강서구 양천로14길 10, 2층 (방화동, 2동)",서울특별시 강서구 방화동 559-1,37.5834395,127.0497399,강서구
수노래빠,서울특별시 강서구 염창동 282-22번지 (지하 1층),"서울특별시 강서구 공항대로 629, 지하 1층 (염창동)",서울특별시 강서구 염창동 282-22,37.5311724,126.847378,강서구
케이투(K2)노래바,서울특별시 강서구 화곡동 779-2번지 (지하 1층),"서울특별시 강서구 곰달래로 268, 지하 1층 (화곡동, 4동)",서울특별시 강서구 화곡동 779-2,37.5307303,126.8470382,강서구
킹노래바,서울특별시 강서구 가양동 150-27 지하 1층,"서울특별시 강서구 강서로 486, 지하 1층 (가양동, 1동)",서울특별시 강서구 가양동 150-27,37.5667194,127.0535609,강서구
뮤직,서울특별시 강서구 화곡동 936-9 (지상 3층),"서울특별시 강서구 월정로 106, 3층 (화곡동, 1동)",서울특별시 강서구 화곡동 936-9,37.5642524,127.0575904,강서구
골드,서울특별시 강남구 대치동 946-15번지 지하1층,"서울특별시 강남구 영동대로85길 6 (대치동,지하1층)",서울특별시 강남구 대치동 946-15,37.5705125,127.0723811,강남구
컴퍼니,서울특별시 강남구 청담동 91-8,서울특별시 강남구 도산대로 429 (청담동),서울특별시 강남구 청담동 91-8,37.5708428,127.0718268,강남구
톱스타,서울특별시 강서구 화곡동 1065-20 지하 1층,"서울특별시 강서구 강서로33길 9, 지하 1층 (화곡동)",서울특별시 강서구 화곡동 1065-20,37.5697045,127.0707936,강서구
팡팡노래바,서울특별시 강서구 화곡동 1059-60,"서울특별시 강서구 화곡로 203, 지하1층 (화곡동)",서울특별시 강서구 화곡동 1059-60,37.5375038,127.1379175,강서구
콘서트,서울특별시 동대문구 장안동 366-6번지 지상2층,"서울특별시 동대문구 장한로 106 (장안동,지상2층)",서울특별시 동대문구 장안동 366-6,37.5159465,127.040972,동대문구
강남,서울특별시 강서구 화곡동 906-6 지하 1층,"서울특별시 강서구 강서로5나길 25-1, 지하 1층 (화곡동)",서울특별시 강서구 화곡동 906-6,37.506391,126.8850431,강서구
커플,서울특별시 강서구 등촌동 647-23번지 (지하 1층),"서울특별시 강서구 공항대로59나길 3, 지하 1층 (등촌동, 1동)",서울특별시 강서구 등촌동 647-23,37.5522208,126.8491869,강서구
쉘브르,서울특별시 강서구 화곡동 1104-0 (지하 1층),"서울특별시 강서구 우장산로 지하 124, 1층 (화곡동, 6동)",서울특별시 강서구 화곡동 1104-0,37.6204478,127.0205804,강서구
자이언트빠,서울특별시 강서구 화곡동 1113-14 지하 1층,"서울특별시 강서구 공항대로46길 17, 지하 1층 (화곡동, 6동)",서울특별시 강서구 화곡동 1113-14,37.6125237,127.0310082,강서구
놀이터,"서울특별시 동대문구 장한로 109, 2층 (장안동)","서울특별시 동대문구 장한로 109, 2층 (장안동)","서울특별시 동대문구 장한로 109,",37.5518557,126.8712071,동대문구
쌍피노래주점,서울특별시 동대문구 용두동 104-1번지 2층,"서울특별시 동대문구 왕산로 90, 2층 (용두동)",서울특별시 동대문구 용두동 104-1,37.5340052,127.1372138,동대문구
수,서울특별시 강서구 등촌동 764 지하 1층,"서울특별시 강서구 강서로74길 16, 지하 1층 (등촌동)",서울특별시 강서구 등촌동 764,37.5346817,127.1384505,강서구
슈가,서울특별시 동대문구 답십리동 986-14 지하1층,"서울특별시 동대문구 황물로 175, 지하1층 (답십리동)",서울특별시 동대문구 답십리동 986-14,37.6868304,127.0397144,동대문구
메이드인헤븐,서울특별시 강남구 역삼동 677-15,서울특별시 강남구 테헤란로37길 13-7 (역삼동),서울특별시 강남구 역삼동 677-15,37.6364131,127.0222937,강남구
미(美),서울특별시 강남구 역삼동 646-11번지,서울특별시 강남구 테헤란로21길 8 (역삼동),서울특별시 강남구 역삼동 646-11,37.6386318,127.0252331,강남구
불꽃,서울특별시 강남구 개포동 1217번지,서울특별시 강남구 개포로 228 (개포동),서울특별시 강남구 개포동 1217,37.5202046,126.9272642,강남구
6070,서울특별시 동대문구 장안동 376-4번지 지하1층,"서울특별시 동대문구 한천로14길 83, 지하1층 (장안동)",서울특별시 동대문구 장안동 376-4,37.510638,127.0805093,동대문구
쭌7080라이브,서울특별시 동대문구 전농동 597-2 지하1층,"서울특별시 동대문구 왕산로 254, 지하1층 (전농동)",서울특별시 동대문구 전농동 597-2,37.5176361,126.9065046,동대문구
홍시,서울특별시 강서구 화곡동 342-57번지 (지하 1층),"서울특별시 강서구 강서로 36, 지하 1층 (화곡동, 8동)",서울특별시 강서구 화곡동 342-57,37.453592,126.9017563,강서구
엠(M),서울특별시 강서구 화곡동 343-61 (지하 1층),"서울특별시 강서구 강서로 33, 지하 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 343-61,37.6374872,127.0241223,강서구
빙,서울특별시 동대문구 답십리동 494-5,"서울특별시 동대문구 천호대로 291-1, 지1층 (답십리동)",서울특별시 동대문구 답십리동 494-5,37.6384458,127.0246739,동대문구
캐츠아이7080라이브,서울특별시 동대문구 답십리동 961-9번지,"서울특별시 동대문구 고미술로 99, 지하1층 16,17,18호 (답십리동)",서울특별시 동대문구 답십리동 961-9,37.6384458,127.0246739,동대문구
로데오,서울특별시 동대문구 장안동 342-6,"서울특별시 동대문구 장한로24길 27, 지층 (장안동)",서울특별시 동대문구 장안동 342-6,37.5157675,127.1117016,동대문구
뉴시크릿,서울특별시 동대문구 장안동 344-9 삼우빌딩,"서울특별시 동대문구 장한로24길 13, 삼우빌딩 지하1층 (장안동)",서울특별시 동대문구 장안동 344-9,37.5399543,126.9470564,동대문구
오케이(O.K)단란주점,서울특별시 동대문구 장안동 366-9번지 지하1층,서울특별시 동대문구 장한로22길 7 (장안동),서울특별시 동대문구 장안동 366-9,37.529618,126.8476961,동대문구
애플2,서울특별시 강동구 길동 387-15 근영빌딩,"서울특별시 강동구 양재대로111길 32, 근영빌딩 2층 (길동)",서울특별시 강동구 길동 387-15,37.4816891,126.9014082,강동구
파티룸토르,서울특별시 강남구 논현동 242-21 지하1층,"서울특별시 강남구 선릉로129길 3-6, 지하1층 (논현동)",서울특별시 강남구 논현동 242-21,37.4802142,126.9546726,강남구
카니발,서울특별시 구로구 신도림동 426-26,서울특별시 구로구 경인로 622 (신도림동),서울특별시 구로구 신도림동 426-26,37.4757168,126.91673,구로구
새미,서울특별시 강서구 화곡동 997-1 (지하 1층),"서울특별시 강서구 우장산로16길 26 (화곡동,(지하 1층))",서울특별시 강서구 화곡동 997-1,37.4806326,126.9049126,강서구
콘서트,서울특별시 강북구 미아동 703-148번지,"서울특별시 강북구 삼양로 185, 지하1층 (미아동)",서울특별시 강북구 미아동 703-148,37.4648364,126.9190354,강북구
조코뮤직,서울특별시 강북구 미아동 860-241번지 4층,"서울특별시 강북구 도봉로8길 12 (미아동,4층)",서울특별시 강북구 미아동 860-241,37.4806705,126.9067226,강북구
킹노래주점,서울특별시 강서구 염창동 248-2번지,서울특별시 강서구 양천로 669 (염창동),서울특별시 강서구 염창동 248-2,37.6630533,127.0401058,강서구
어머나,서울특별시 강동구 성내동 379,"서울특별시 강동구 천호대로 1134, 지1층 (성내동)",서울특별시 강동구 성내동 379,37.6652982,127.0425374,강동구
자연인,서울특별시 강동구 길동 459-4,서울특별시 강동구 양재대로 1441 (길동),서울특별시 강동구 길동 459-4,37.4859715,126.9298666,강동구
갤럭시,서울특별시 도봉구 도봉동 554,"서울특별시 도봉구 도봉산길 53, 지하1층 (도봉동)",서울특별시 도봉구 도봉동 554,37.4834316,126.9144515,도봉구
에버그린,서울특별시 강북구 수유동 1-60,"서울특별시 강북구 수유로 79, 지하1층 (수유동)",서울특별시 강북구 수유동 1-60,37.4830544,126.9140396,강북구
발렌타인,서울특별시 강북구 수유동 191-78,서울특별시 강북구 한천로139길 39 (수유동),서울특별시 강북구 수유동 191-78,37.4851538,126.9304515,강북구
오륜,서울특별시 영등포구 여의도동 36-4 오륜빌딩,"서울특별시 영등포구 국제금융로8길 34, 오륜빌딩 지층 105~108호 (여의도동)",서울특별시 영등포구 여의도동 36-4,37.4810437,126.9088285,영등포구
카톡,서울특별시 송파구 잠실동 178-4 지하1층,"서울특별시 송파구 백제고분로7길 15, 지하1층 (잠실동)",서울특별시 송파구 잠실동 178-4,37.4753418,126.9806703,송파구
하늘공원단란주점,서울특별시 영등포구 영등포동3가 9-13 에쉐르아이 시네마 쇼핑몰 1502호,"서울특별시 영등포구 영중로 12, 에쉐르아이 시네마 쇼핑몰 15층 1502호 (영등포동3가)",서울특별시 영등포구 영등포동3가 9-13,37.4819115,126.90135,영등포구
신사리 노래타운,서울특별시 금천구 시흥동 889-2,"서울특별시 금천구 시흥대로52길 51, 2층 (시흥동)",서울특별시 금천구 시흥동 889-2,37.4792837,126.9557322,금천구
오렌지노래주점,서울특별시 강북구 수유동 229-53 지하1층,"서울특별시 강북구 도봉로83길 10, 지하1층 (수유동)",서울특별시 강북구 수유동 229-53,37.4709496,126.9393802,강북구
상록회관 연탄구이 수유역점,서울특별시 강북구 수유동 229-1,"서울특별시 강북구 도봉로87길 15, 2층 (수유동)",서울특별시 강북구 수유동 229-1,37.4869725,126.9479743,강북구
상록회관 연탄구이 수유역점,서울특별시 강북구 수유동 229-1,"서울특별시 강북구 도봉로87길 15, 3층 (수유동)",서울특별시 강북구 수유동 229-1,37.48434719999999,126.9266367,강북구
구도로 노래주점,서울특별시 송파구 방이동 43-6 파크캐슬오피스텔,"서울특별시 송파구 오금로11길 41, 파크캐슬오피스텔 지하1층 102호 (방이동)",서울특별시 송파구 방이동 43-6,37.4821019,126.9540929,송파구
시그니처 7080,서울특별시 마포구 도화동 37 진도빌딩,"서울특별시 마포구 마포대로 44, 진도빌딩 지1층 6,7,8,9,12,13,14,15,16호 (도화동)",서울특별시 마포구 도화동 37,37.4822965,126.9152865,마포구
밀크,서울특별시 강서구 화곡동 903-1 지상 2층,"서울특별시 강서구 강서로 19, 2층 (화곡동)",서울특별시 강서구 화곡동 903-1,37.4821294,126.9014085,강서구
오케이노래바,서울특별시 관악구 신림동 1655-43,서울특별시 관악구 조원로2길 48 (신림동),서울특별시 관악구 신림동 1655-43,37.4757039,126.980543,관악구
7080가요무대,서울특별시 관악구 봉천동 1601-7번지,서울특별시 관악구 남부순환로 1844 (봉천동),서울특별시 관악구 봉천동 1601-7,37.4857671,126.9291926,관악구
여시노래노래,서울특별시 관악구 신림동 587-38 지하1층,"서울특별시 관악구 난곡로 240 (신림동,지하1층)",서울특별시 관악구 신림동 587-38,37.4811531,126.912624,관악구
블루문,서울특별시 관악구 신림동 1669-13,서울특별시 관악구 조원중앙로2길 2 (신림동),서울특별시 관악구 신림동 1669-13,37.4829132,126.9020245,관악구
쎈스노래노래,서울특별시 관악구 신림동 681-8,서울특별시 관악구 난곡로 103 (신림동),서울특별시 관악구 신림동 681-8,37.4756028,126.9811045,관악구
황실메들리,서울특별시 관악구 신림동 566-7번지,서울특별시 관악구 남부순환로 지하 1405 (신림동),서울특별시 관악구 신림동 566-7,37.4807232,126.9041662,관악구
아지트,서울특별시 도봉구 방학동 689-16 지하1층,"서울특별시 도봉구 방학로 110 (방학동, 지하1층)",서울특별시 도봉구 방학동 689-16,37.4793675,126.9317079,도봉구
팔도강산,서울특별시 도봉구 방학동 703-61번지 지하1층,"서울특별시 도봉구 도봉로 681, 지하1층 (방학동)",서울특별시 도봉구 방학동 703-61,37.4890507,126.9278288,도봉구
비젼21단란주점,서울특별시 관악구 신림동 1424-19번지,"서울특별시 관악구 신림로 354, 지하1층 (신림동)",서울특별시 관악구 신림동 1424-19,37.483297,126.9546767,관악구
신사동라이브7080,서울특별시 관악구 신림동 529-12번지,서울특별시 관악구 난곡로 330 (신림동),서울특별시 관악구 신림동 529-12,37.4859768,126.9303275,관악구
별밤7080,서울특별시 관악구 신림동 530-29번지,"서울특별시 관악구 난곡로 325, 2층 (신림동)",서울특별시 관악구 신림동 530-29,37.4873038,126.9283645,관악구
퀸노래클럽,서울특별시 관악구 신림동 1421-55번지,"서울특별시 관악구 신림로64길 11, 1층 (신림동)",서울특별시 관악구 신림동 1421-55,37.4820855,126.9142121,관악구
코리아 싸파리,서울특별시 관악구 신림동 564-41,서울특별시 관악구 남부순환로 1423 (신림동),서울특별시 관악구 신림동 564-41,37.4823641,126.9446452,관악구
